, Product Division,Category,Sub Category,Destination,Product Name,Portion,Quantity Sold,Value of Sales,Net Value of Sales,% of Total Sales,% of Division,% of Category,% of Sub-Cat,Gross Sales,Discount,Promotion,Tax
8, Bar                 ,Bottle Bitter,10 Bottle Bitter,Standard,Bt Newcastle Brn,Standard,14,39.260000000000005,32.70660000000001,0.0488224658,0.1261404368,100,100,40.88,0,1.62,6.5534
9,                        ,                 ,                       ,           ,SubTotal,,14,39.260000000000005,32.70660000000001,0.0488224658,0.1261404368,,100,40.88,0,1.62,6.5534
10,                     ,                   ,                      ,Sub-Cat Total,,,14,39.260000000000005,32.70660000000001,0.0488224658,0.1261404368,,,40.88,0,1.62,6.5534
11,,,Category Total,,,,14,39.260000000000005,32.70660000000001,0.0488224658,0.1261404368,100,,40.88,0,1.62,6.5534
12,Bar,Bottle Cider,14 Bottled Cider,Standard,AF Bt Kop NONALC,Standard,27,46.09,38.3997,0.0573160328,0.1480848887,2.3698973164,2.3698973164,71.01,0,24.92,7.6903
13,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt AngryOrcha500,Standard,23,68.91,57.4312,0.0856942465,0.2214044192,3.5432767211,3.5432767211,82.8,1.24,12.65,11.4788
14,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Aspall Crisp,Standard,110,329.34999999999997,274.47599999999994,0.4095690043,1.0581852484,16.9348162545,16.9348162545,396,0.72,65.93,54.874
15,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Bulmers Orig,Standard,12,34.88,29.0679,0.0433756395,0.1120677136,1.793491395,1.793491395,43.2,0,8.32,5.8121
16,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Bulmers Red,Standard,49,144.5,121.635,0.1796955249,0.4642713478,7.4300317255,7.4300317255,176.4,0,31.9,22.865
17,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Kop Mix Fruit,Standard,83,221.75,184.6908,0.2757611256,0.7124717742,11.4021421116,11.4021421116,231.57,0.56,9.26,37.0592
18,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Kop Pear,Standard,84,261.93999999999994,218.92739999999995,0.3257401093,0.841600255,13.4686678904,13.4686678904,302.4,0.72,39.74,43.0126
19,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Kopp Mango,Standard,24,64.41999999999999,53.65739999999999,0.0801106278,0.2069782715,3.3124058391,3.3124058391,66.96,0,2.54,10.7626
20,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt Kopp Passionf,Standard,45,121.03,100.7955,0.1505089922,0.3888633995,6.2232300328,6.2232300328,125.55,0.56,3.96,20.2345
21,Bar,Bottle Cider,14 Bottled Cider,Standard,Bt KopStraw&Lime,Standard,161,432.44,360.1503,0.537768393,1.3894083159,22.2355911374,22.2355911374,449.19,2.24,14.51,72.2897
22,Bar,Bottle Cider,14 Bottled Cider,Standard,Thatc Bld Orange,Standard,71,219.5,182.9097,0.2729630984,0.7052426356,11.2864495761,11.2864495761,255.6,0.48,35.62,36.5903
23,,,,,SubTotal,,689,1944.8100000000002,1622.1408999999996,2.4185027943,6.2485782694,99.9999999999,100,2200.6800000000003,6.520000000000001,249.35,322.6691
24,,,,Sub-Cat Total,,,689,1944.8100000000002,1622.1408999999996,2.4185027943,6.2485782694,99.9999999999,99.9999999999,2200.6800000000003,6.520000000000001,249.35,322.6691
25,,,Category Total,,,,689,1944.8100000000002,1622.1408999999996,2.4185027943,6.2485782694,100,99.9999999999,2200.6800000000003,6.5200000000000005,249.35,322.6691
26,Bar,Bottle Lager,09 Bottle Lager,Standard,AF Bt Becks Blue,Standard,6,9.66,8.0518,0.0120128635,0.0310371019,0.6816305506,0.6816305506,11.94,0,2.28,1.6082
27,Bar,Bottle Lager,09 Bottle Lager,Standard,AF Bt Corona,Standard,35,63.56999999999999,52.95689999999999,0.0790535953,0.2042472635,4.4856370705,4.4856370705,92.05,0,28.48,10.6131
28,Bar,Bottle Lager,09 Bottle Lager,Standard,AF Bt Erdinger,Standard,33,60.09,50.0606,0.0747259799,0.1930661958,4.2400807231,4.2400807231,86.79,0,26.7,10.0294
29,Bar,Bottle Lager,09 Bottle Lager,Standard,AF Bt Heineken 0,Standard,10,15.620000000000001,13.0127,0.0194245266,0.0501862869,1.1021810766,1.1021810766,26.3,0,10.68,2.6073
30,Bar,Bottle Lager,09 Bottle Lager,Standard,AF Bt Stella,Standard,6,6.879999999999999,5.7315999999999985,0.0085557454,0.0221050995,0.4854677213,0.4854677213,15.78,0,8.9,1.1484
31,Bar,Bottle Lager,09 Bottle Lager,Standard,AF Guinness,Standard,43,71.98,59.9658,0.0895119992,0.2312681773,5.0790649101,5.0790649101,113.09,0.17,40.94,12.0142
32,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Asahi 5%,Standard,34,110.16,92.5556,0.1369914119,0.3539386275,7.7731285149,7.7731285149,156.4,1.84,44.4,17.6044
33,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Becks 4%,Standard,15,28.490000000000002,23.753,0.0354292422,0.0915369599,2.0103161891,2.0103161891,29.85,0,1.36,4.737
34,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Birra Moretti,Standard,7,23.32,19.4319,0.0289999975,0.0749260057,1.6455097764,1.6455097764,32.2,0,8.88,3.8881
35,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt BrewdogHazJan,Standard,18,52.64,43.8517,0.0654614009,0.1691297145,3.7143925656,3.7143925656,86.94,0,34.3,8.7883
36,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Budweiser,Standard,3,9.8,8.170000000000002,0.0121869629,0.0314869149,0.6915092542,0.6915092542,10.8,0,1,1.63
37,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Camden Hells,Standard,20,86.16,71.7907,0.1071457884,0.2768278154,6.0796364637,6.0796364637,96.6,0,10.44,14.3693
38,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Corona Extra,Standard,22,70.32000000000001,58.604600000000005,0.0874476769,0.2259346794,4.9619317099,4.9619317099,79.2,0,8.88,11.7154
39,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Desperados,Standard,42,134.76,112.31899999999999,0.167583176,0.4329772099,9.5089578673,9.5089578673,151.2,0,16.44,22.441
40,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Efes 500ml,Standard,1,2.38,1.9832999999999998,0.002959691,0.0076468222,0.1679379617,0.1679379617,4.42,0,2.04,0.3967
41,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Elvis J 6.5%,Standard,12,31.250000000000004,26.031800000000004,0.0388614889,0.1004047032,2.205067775,2.205067775,60.84,0,29.59,5.2182
42,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Erdinger NEW,Standard,5,15.98,13.3127,0.019872211,0.0513429491,1.1275834574,1.1275834574,22.1,0,6.12,2.6673
43,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Galicia GF,Standard,39,119.42,99.5179,0.1485068483,0.3836905492,8.426534198,8.426534198,140.4,0,20.98,19.9021
44,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Madri,Standard,17,58.980000000000004,49.1514,0.0733456198,0.1894998207,4.1617567158,4.1617567158,67.83,0.8,8.05,9.8286
45,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Mahou,Standard,35,125.16000000000001,104.25810000000001,0.1556449266,0.4021328851,8.8315610469,8.8315610469,139.65,0,14.49,20.9019
46,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Modelo,Standard,20,59.24,49.3758,0.0736689474,0.1903351878,4.1801028796,4.1801028796,72,0,12.76,9.8642
47,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Peroni 5% 660,Standard,6,14.280000000000001,11.900100000000002,0.017758146,0.0458809332,1.0076277704,1.0076277704,27.6,0,13.32,2.3799
48,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Punk AF,Standard,17,29.939999999999998,24.941599999999998,0.0372324153,0.0961957381,2.1126313338,2.1126313338,44.71,0.53,14.24,4.9984
49,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt San Miguel,Standard,11,40.67,33.8543,0.0505758962,0.130670697,2.869763405,2.869763405,43.89,0,3.22,6.8157
50,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Staropra 660m,Standard,6,14.280000000000001,11.898900000000001,0.017758146,0.0458809332,1.0076277704,1.0076277704,27.6,0,13.32,2.3811
51,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Stella Unfilt,Standard,5,20.78,17.308300000000003,0.0258413357,0.0667651115,1.4662818676,1.4662818676,23,0,2.22,3.4717
52,Bar,Bottle Lager,09 Bottle Lager,Standard,Bt Tyskie 650ml,Standard,7,25.540000000000003,21.280800000000003,0.0317607177,0.0820587559,1.8021577911,1.8021577911,32.2,0,6.66,4.2592
53,Bar,Bottle Lager,09 Bottle Lager,Standard,Can Brew Fierce,Standard,2,6.7,5.585,0.0083319032,0.0215267684,0.472766531,0.472766531,7.2,0,0.5,1.115
54,Bar,Bottle Lager,09 Bottle Lager,Standard,Can Fierce IPA,Standard,3,9.08,7.5675,0.0112915942,0.0291735906,0.6407044927,0.6407044927,10.8,0,1.72,1.5125
55,Bar,Bottle Lager,09 Bottle Lager,Standard,Can JuiceForsyth,Standard,2,6.7,5.5869,0.0083319032,0.0215267684,0.472766531,0.472766531,7.2,0,0.5,1.1131
56,Bar,Bottle Lager,09 Bottle Lager,Standard,Can TropAssassin,Standard,3,11.52,9.5986,0.0143258993,0.0370131898,0.8128761846,0.8128761846,11.52,0,0,1.9214
57,Bar,Bottle Lager,09 Bottle Lager,Standard,Kirkstall Judici,Standard,7,20.35,16.962000000000003,0.0253066016,0.0653835428,1.4359401351,1.4359401351,25.2,0,4.85,3.388
58,Bar,Bottle Lager,09 Bottle Lager,Standard,Nether Growl Dog,Standard,12,35.720000000000006,29.774300000000004,0.0444202363,0.114766592,2.5204806695,2.5204806695,48.84,0,13.12,5.9457
59,Bar,Bottle Lager,09 Bottle Lager,Standard,Oakham Citra,Standard,4,10.24,8.5332,0.0127341327,0.0329006132,0.7225566085,0.7225566085,14.4,0,4.16,1.7068
60,Bar,Bottle Lager,09 Bottle Lager,Standard,Purple Moose,Standard,3,8.39,6.9949,0.0104335326,0.0269566547,0.5920165962,0.5920165962,10.8,0,2.41,1.3951
61,Bar,Bottle Lager,09 Bottle Lager,Standard,Son Of A Beach,Standard,3,7.140000000000001,5.949700000000001,0.008879073,0.0229404666,0.5038138852,0.5038138852,10.8,0,3.66,1.1903
62,,,,,SubTotal,,514,1417.1900000000003,1181.6229999999998,1.7623716326,4.5533613248,99.9999999998,100,1842.14,3.3400000000000007,421.61000000000024,235.567
63,,,,Sub-Cat Total,,,514,1417.1900000000003,1181.6229999999998,1.7623716326,4.5533613248,99.9999999998,99.9999999998,1842.14,3.3400000000000007,421.61000000000024,235.567
64,,,Category Total,,,,514,1417.1900000000003,1181.6229999999998,1.7623716326,4.5533613248,100,99.9999999998,1842.14,3.340000000000001,421.6100000000003,235.567
65,Bar,Cocktails,Cocktails,Standard,Baby Guinness,Standard,28,113.80000000000001,94.83940000000001,0.1415179982,0.3656337673,2.8566121283,2.8566121283,120.4,0,6.6,18.9606
66,Bar,Cocktails,Cocktails,Standard,Blue Lagoon,Glass,2,12.28,10.234,0.0152710107,0.0394550322,0.3082530486,0.3082530486,12.28,0,0,2.046
67,Bar,Cocktails,Cocktails,Standard,Blue Lagoon,Large Pitcher,1,9.75,8.1255,0.0121247846,0.0313262674,0.244744888,0.244744888,10.89,0,1.14,1.6245
68,Bar,Cocktails,Cocktails,Standard,Blue Lagoon,Pitcher,21,158.49,132.0499,0.1970930363,0.5092205254,3.9784222866,3.9784222866,165.69,0,7.2,26.4401
69,Bar,Cocktails,Cocktails,Standard,Bumbu Colada,Large Pitcher,1,10.89,9.07,0.0135424517,0.034989031,0.2733612133,0.2733612133,10.89,0,0,1.82
70,Bar,Cocktails,Cocktails,Standard,Candy Rosa,Large Pitcher,2,20.650000000000002,17.2042,0.0256796719,0.0663474279,0.5183571217,0.5183571217,21.78,0,1.13,3.4458
71,Bar,Cocktails,Cocktails,Standard,Candy Rosa,Pitcher,11,83.19000000000001,69.3024,0.1034523925,0.2672853524,2.0882386903,2.0882386903,86.79,0,3.6,13.8876
72,Bar,Cocktails,Cocktails,Standard,Classic Aperol,Standard,94,369.94000000000005,308.2166000000001,0.4600454151,1.1885989094,9.2862486006,9.2862486006,422.06,3.59,48.53,61.7234
73,Bar,Cocktails,Cocktails,Standard,Fireball Bomb,Standard,11,34.6,28.837400000000002,0.0430274406,0.1111680874,0.8685305768,0.8685305768,39.6,0,5,5.7626
74,Bar,Cocktails,Cocktails,Standard,Godfather,Large Pitcher,3,32.67,27.2121,0.040627355,0.104967093,0.82008364,0.82008364,32.67,0,0,5.4579
75,Bar,Cocktails,Cocktails,Standard,Godfather,Pitcher,5,35.650000000000006,29.698400000000007,0.0443331866,0.1145416855,0.8948877186,0.8948877186,39.45,0,3.8,5.9516
76,Bar,Cocktails,Cocktails,Standard,Hawaiian Punch,Large Pitcher,2,21.78,18.14,0.0270849033,0.069978062,0.5467224267,0.5467224267,21.78,0,0,3.64
77,Bar,Cocktails,Cocktails,Standard,Hawaiian Punch,Pitcher,9,65.93,54.928900000000006,0.0819884149,0.2118298267,1.6549774835,1.6549774835,71.01,1.47,3.61,11.0011
78,Bar,Cocktails,Cocktails,Standard,Hugo Spritz T,Standard,135,523.22,435.90110000000004,0.6506594639,1.6810799626,13.1338892598,13.1338892598,606.15,2.75,80.18,87.3189
79,Bar,Cocktails,Cocktails,Standard,Jammy Dodger,Standard,19,76.3,63.5834,0.0948842114,0.2451481234,1.9152856361,1.9152856361,81.7,0,5.4,12.7166
80,Bar,Cocktails,Cocktails,Standard,Limocelo Spritz,Standard,41,148.84,124.0168,0.1850926085,0.478215553,3.7361876026,3.7361876026,184.09,3.6,31.65,24.8232
81,Bar,Cocktails,Cocktails,Standard,Mango Monst Mash,Glass,1,6.14,5.119999999999999,0.0076355053,0.0197275161,0.1541265243,0.1541265243,6.14,0,0,1.02
82,Bar,Cocktails,Cocktails,Standard,Mango Monst Mash,Large Pitcher,2,20.64,17.195800000000002,0.0256672362,0.0663152984,0.5181061013,0.5181061013,21.78,0,1.14,3.4442
83,Bar,Cocktails,Cocktails,Standard,Mango Monst Mash,Pitcher,28,211.81,176.4538,0.2634000632,0.6805350462,5.3168630483,5.3168630483,220.92,0,9.11,35.3562
84,Bar,Cocktails,Cocktails,Standard,Mango Spritz,Standard,54,210.81,176.3997,0.2621564955,0.6773220957,5.2917610085,5.2917610085,242.46,0,31.65,34.4103
85,Bar,Cocktails,Cocktails,Standard,Paloma,Standard,5,17.36,14.462499999999999,0.0215883343,0.0557768207,0.4357714108,0.4357714108,21.5,0,4.14,2.8975
86,Bar,Cocktails,Cocktails,Standard,Peach Spritz,Standard,58,230.88000000000002,192.34670000000003,0.2871148982,0.7418060123,5.7955589471,5.7955589471,260.42,0,29.54,38.5333
87,Bar,Cocktails,Cocktails,Standard,Pimms & Lemonad,Pitcher,8,53.36,44.465199999999996,0.0663567696,0.1714430389,1.3394448433,1.3394448433,53.36,0,0,8.8948
88,Bar,Cocktails,Cocktails,Standard,Pimms & Lemonad,Standard,7,29.11,24.2437,0.0362002542,0.0935289892,0.7307203783,0.7307203783,30.87,1.76,0,4.8663
89,Bar,Cocktails,Cocktails,Standard,PornStarMartini,Glass,3,18.42,15.357800000000001,0.022906516,0.0591825483,0.462379573,0.462379573,18.42,0,0,3.0622
90,Bar,Cocktails,Cocktails,Standard,PornStarMartini,Large Pitcher,1,10.89,9.07,0.0135424517,0.034989031,0.2733612133,0.2733612133,10.89,0,0,1.82
91,Bar,Cocktails,Cocktails,Standard,PornStarMartini,Pitcher,14,104.32,86.9087,0.1297289769,0.3351749966,2.6186447911,2.6186447911,110.46,1.48,4.66,17.4113
92,Bar,Cocktails,Cocktails,Standard,Purple Rain,Glass,1,6.14,5.119999999999999,0.0076355053,0.0197275161,0.1541265243,0.1541265243,6.14,0,0,1.02
93,Bar,Cocktails,Cocktails,Standard,Purple Rain,Large Pitcher,2,21.78,18.14,0.0270849033,0.069978062,0.5467224267,0.5467224267,21.78,0,0,3.64
94,Bar,Cocktails,Cocktails,Standard,Purple Rain,Pitcher,25,186.73,155.5727,0.2322113866,0.5999542476,4.6873038903,4.6873038903,197.25,0,10.52,31.1573
95,Bar,Cocktails,Cocktails,Standard,Raspberry Bomb,Standard,4,13.4,11.1667,0.0166638065,0.0430535368,0.3363673332,0.3363673332,14.4,0,1,2.2333
96,Bar,Cocktails,Cocktails,Standard,Sex on the Beach,Glass,6,36.84,30.710700000000003,0.0458130321,0.1183650966,0.9247591459,0.9247591459,36.84,0,0,6.1293
97,Bar,Cocktails,Cocktails,Standard,Sex on the Beach,Large Pitcher,7,75.10000000000001,62.55640000000001,0.0933919302,0.2412925828,1.8851631884,1.8851631884,76.23,0,1.13,12.5436
98,Bar,Cocktails,Cocktails,Standard,Sex on the Beach,Pitcher,39,291.52,242.86759999999998,0.3625248403,0.9366393309,7.3177466401,7.3177466401,307.71,0,16.19,48.6524
99,Bar,Cocktails,Cocktails,Standard,Skittlebomb,Standard,17,53.2,44.33240000000001,0.0661577988,0.1709289668,1.3354285169,1.3354285169,61.2,0,8,8.8676
100,Bar,Cocktails,Cocktails,Standard,Smirnoff Monster,Double,48,233.54,194.608,0.2904227881,0.7503524607,5.862330373,5.862330373,244.8,1.02,10.24,38.932
101,Bar,Cocktails,Cocktails,Standard,Smirnoff Monster,Standard,31,102.56,85.45400000000001,0.1275402978,0.3295202037,2.574465201,2.574465201,111.6,0,9.04,17.106
102,Bar,Cocktails,Cocktails,Standard,SoCo Loco Bomb,Standard,2,6.2,5.17,0.0077101194,0.0199202931,0.1556326467,0.1556326467,7.2,0,1,1.03
103,Bar,Cocktails,Cocktails,Standard,SpicyMango Pic,Standard,17,61.81999999999999,51.53099999999999,0.0768773519,0.1986246001,1.5518080999,1.5518080999,73.1,0,11.28,10.289
104,Bar,Cocktails,Cocktails,Standard,Strawb & Cream,Standard,11,44.9,37.4116,0.0558361873,0.1442614776,1.1270815866,1.1270815866,47.3,0,2.4,7.4884
105,Bar,Cocktails,Cocktails,Standard,Strawb Porn Star,Pitcher,6,45.28,37.7202,0.056308743,0.1454823988,1.1366203618,1.1366203618,47.34,0,2.06,7.5598
106,Bar,Cocktails,Cocktails,Standard,Strikabomb,Standard,12,38.2,31.837100000000003,0.0475042841,0.1227347092,0.95889792,0.95889792,43.2,0,5,6.3629
107,Bar,Cocktails,Cocktails,Standard,Tropical Smash,Pitcher,1,7.369999999999999,6.140299999999999,0.0091650936,0.0236794452,0.1850020333,0.1850020333,7.89,0,0.52,1.2297
108,Bar,Cocktails,Cocktails,Standard,Woo Woo,Glass,1,6.14,5.119999999999999,0.0076355053,0.0197275161,0.1541265243,0.1541265243,6.14,0,0,1.02
109,Bar,Cocktails,Cocktails,Standard,Woo Woo,Large Pitcher,1,10.89,9.07,0.0135424517,0.034989031,0.2733612133,0.2733612133,10.89,0,0,1.82
110,Bar,Cocktails,Cocktails,Standard,Woo Woo,Pitcher,14,104.27,86.87469999999999,0.1296667985,0.335014349,2.6173896891,2.6173896891,110.46,0,6.19,17.3953
111,Bar,Cocktails,Cocktails,Standard,Zombie,Glass,1,6.14,5.119999999999999,0.0076355053,0.0197275161,0.1541265243,0.1541265243,6.14,0,0,1.02
112,,,,,SubTotal,,812,3983.7400000000002,3319.907400000001,4.9540501754,12.7995594402,99.9999999999,100,4362.060000000001,15.67,362.65,663.8326
113,,,,Sub-Cat Total,,,812,3983.7400000000002,3319.907400000001,4.9540501754,12.7995594402,99.9999999999,99.9999999999,4362.060000000001,15.67,362.65,663.8326
114,,,Category Total,,,,812,3983.7400000000002,3319.9074000000014,4.9540501754,12.7995594402,100,99.9999999999,4362.060000000001,15.67,362.6499999999999,663.8326
115,Bar,Draught Cider,13 Draught Cider,Standard,Black Dragon,Standard,31,88.27000000000001,73.59790000000001,0.1097697161,0.283607141,7.0984551793,7.0984551793,97.34,2.99,6.08,14.6721
116,Bar,Draught Cider,13 Draught Cider,Standard,DN Dabinett,1/3 Pint,2,1.98,1.6513,0.0024622639,0.006361642,0.1592267051,0.1592267051,1.98,0,0,0.3287
117,Bar,Draught Cider,13 Draught Cider,Standard,DN Dabinett,Half,1,1.5,1.2486,0.0018653515,0.0048194258,0.1206262917,0.1206262917,1.5,0,0,0.2514
118,Bar,Draught Cider,13 Draught Cider,Standard,DN Dabinett,Standard,5,14.95,12.4537,0.0185913363,0.04803361,1.2022420407,1.2022420407,14.95,0,0,2.4963
119,Bar,Draught Cider,13 Draught Cider,Standard,JoesFarmhouseDry,1/3 Pint,1,0.99,0.8255,0.001231132,0.003180821,0.0796133525,0.0796133525,0.99,0,0,0.1645
120,Bar,Draught Cider,13 Draught Cider,Standard,JoesFarmhouseDry,Half,3,4.5,3.7478,0.0055960544,0.0144582773,0.3618788751,0.3618788751,4.5,0,0,0.7522
121,Bar,Draught Cider,13 Draught Cider,Standard,JoesFarmhouseDry,Standard,12,35.88,29.885200000000005,0.0446192072,0.1152806641,2.8853808976,2.8853808976,35.88,0,0,5.9948
122,Bar,Draught Cider,13 Draught Cider,Standard,Rhoobarb&Custard,Standard,3,8.97,7.470000000000001,0.0111548018,0.028820166,0.7213452244,0.7213452244,8.97,0,0,1.5
123,Bar,Draught Cider,13 Draught Cider,Standard,Stow Press,Half,6,6,4.9978,0.0074614059,0.019277703,0.4825051668,0.4825051668,6,0,0,1.0022
124,Bar,Draught Cider,13 Draught Cider,Standard,Stow Press,Standard,280,570.46,476.254,0.7094055995,1.8328597444,45.8749829113,45.8749829113,557.2,0,-13.26,94.206
125,Bar,Draught Cider,13 Draught Cider,Standard,Strongbow,Half,9,11.88,9.900400000000001,0.0147735836,0.038169852,0.9553602303,0.9553602303,11.88,0,0,1.9796
126,Bar,Draught Cider,13 Draught Cider,Standard,Strongbow,Standard,58,146.09,121.7088,0.1816727975,0.4693799391,11.7481966369,11.7481966369,152.54,0,6.45,24.3812
127,Bar,Draught Cider,13 Draught Cider,Standard,Strongbow DK Fru,Half,12,17.35,14.4327,0.0215758987,0.0557446912,1.3952441074,1.3952441074,17.64,0.29,0,2.9173
128,Bar,Draught Cider,13 Draught Cider,Standard,Strongbow DK Fru,Standard,121,334.69,278.79449999999997,0.4162096556,1.0753424041,26.9149423808,26.9149423808,354.53,0.59,19.25,55.8955
129,,,,,SubTotal,,544,1243.51,1036.9682,1.546388804,3.995336081,99.9999999999,100,1265.9,3.87,18.52,206.54180000000002
130,,,,Sub-Cat Total,,,544,1243.51,1036.9682,1.546388804,3.995336081,99.9999999999,99.9999999999,1265.9,3.87,18.52,206.54180000000002
131,,,Category Total,,,,544,1243.51,1036.9682,1.546388804,3.995336081,100,99.9999999999,1265.9,3.8699999999999997,18.52,206.54180000000005
132,Bar,Draught Lager,07 Draught Lager,Standard,Bud Light,Half,5,5,4.1602,0.0062178382,0.0160647525,0.0815094241,0.0815094241,5,0,0,0.8398
133,Bar,Draught Lager,07 Draught Lager,Standard,Bud Light,Standard,164,332.6,277.271,0.4136105992,1.0686273376,5.4220068924,5.4220068924,326.36,0,-6.24,55.329
134,Bar,Draught Lager,07 Draught Lager,Standard,Carling,Half,7,11.13,9.272,0.0138409079,0.0357601391,0.1814399781,0.1814399781,10.5,0,-0.63,1.858
135,Bar,Draught Lager,07 Draught Lager,Standard,Carling,Standard,187,524.25,436.7238,0.6519403386,1.6843893016,8.5462631189,8.5462631189,559.13,0.6,34.28,87.5262
136,Bar,Draught Lager,07 Draught Lager,Standard,Carlsberg,Half,4,5.56,4.6328,0.0069142361,0.0178640048,0.0906384796,0.0906384796,5.56,0,0,0.9272
137,Bar,Draught Lager,07 Draught Lager,Standard,Carlsberg,Standard,80,218.09,181.7858,0.271209668,0.7007123754,3.5552780612,3.5552780612,221.6,0,3.51,36.3042
138,Bar,Draught Lager,07 Draught Lager,Standard,Coors,Half,4,6,4.9978,0.0074614059,0.019277703,0.0978113089,0.0978113089,6,0,0,1.0022
139,Bar,Draught Lager,07 Draught Lager,Standard,Coors,Standard,90,252.92000000000002,210.71120000000002,0.3145231291,0.8126194414,4.1230727097,4.1230727097,269.1,0.48,15.7,42.2088
140,Bar,Draught Lager,07 Draught Lager,Standard,Dr 1664 ,Half,2,4,3.3358,0.0049742706,0.012851802,0.0652075393,0.0652075393,4,0,0,0.6642
141,Bar,Draught Lager,07 Draught Lager,Standard,Dr 1664 ,Standard,172,589.6500000000001,491.1731000000001,0.7332696627,1.8945162646,9.6124063864,9.6124063864,686.28,6.56,90.07,98.4769
142,Bar,Draught Lager,07 Draught Lager,Standard,Dr Budweiser,Half,3,6.08,5.0662,0.0075608913,0.0195347391,0.0991154597,0.0991154597,5.55,0,-0.53,1.0138
143,Bar,Draught Lager,07 Draught Lager,Standard,Dr Budweiser,Standard,83,269.34000000000003,224.29250000000002,0.3349425099,0.8653760887,4.3907496585,4.3907496585,306.27,1.96,34.97,45.0475
144,Bar,Draught Lager,07 Draught Lager,Standard,Dr Corona,Half,13,25.2,20.9919,0.0313379047,0.0809663527,0.4108074976,0.4108074976,26,0.8,0,4.2081
145,Bar,Draught Lager,07 Draught Lager,Standard,Dr Corona,Standard,262,889.2100000000002,741.3701000000001,1.1057927868,2.8569877175,14.4957990043,14.4957990043,1045.38,0,156.17,147.8399
146,Bar,Draught Lager,07 Draught Lager,Standard,Dr Poretti,Half,10,20.38,16.99,0.0253439086,0.0654799313,0.3322324127,0.3322324127,20,0,-0.38,3.39
147,Bar,Draught Lager,07 Draught Lager,Standard,Dr Poretti,Standard,348,1139.75,950.1629,1.4173562249,3.6619603368,18.5800732281,18.5800732281,1388.52,1.92,246.85,189.5871
148,Bar,Draught Lager,07 Draught Lager,Standard,Leffe Blonde,Half,9,20.07,16.7395,0.0249584027,0.0644839166,0.3271788284,0.3271788284,20.07,0,0,3.3305
149,Bar,Draught Lager,07 Draught Lager,Standard,Leffe Blonde,Standard,96,310.42999999999995,260.17009999999993,0.3860407045,0.9973962249,5.0605941059,5.0605941059,427.2,4.99,111.78,50.2599
150,Bar,Draught Lager,07 Draught Lager,Standard,Punk IPA 5.2,Half,6,13.2,11.002699999999999,0.0164150929,0.0424109467,0.2151848797,0.2151848797,12.12,0,-1.08,2.1973
151,Bar,Draught Lager,07 Draught Lager,Standard,Punk IPA 5.2,Standard,107,328.80999999999995,274.6891999999999,0.4088974778,1.0564502552,5.360222749,5.360222749,431.21,0,102.4,54.1208
152,Bar,Draught Lager,07 Draught Lager,Standard,Stella Artois4.6,Half,5,9.940000000000001,8.276900000000001,0.0123610624,0.031936728,0.1620407351,0.1620407351,9.8,0,-0.14,1.6631
153,Bar,Draught Lager,07 Draught Lager,Standard,Stella Artois4.6,Standard,328,1152.6499999999999,961.4066999999999,1.4333982476,3.7034073983,18.7903675423,18.7903675423,1285.76,3.64,129.47,191.2433
154,,,,,SubTotal,,1985,6134.259999999999,5115.222199999999,7.6283672704,19.7090737578,99.9999999999,100,7071.41,20.950000000000003,916.1999999999999,1019.0378
155,,,,Sub-Cat Total,,,1985,6134.259999999999,5115.222199999999,7.6283672704,19.7090737578,99.9999999999,99.9999999999,7071.41,20.950000000000003,916.1999999999999,1019.0378
156,,,Category Total,,,,1985,6134.259999999999,5115.222199999999,7.6283672704,19.7090737578,100,99.9999999999,7071.41,20.950000000000003,916.1999999999999,1019.0378
157,Bar,Draught Stout,08 Draught Stout,Standard,Guinness,Half,6,10.8,8.9997,0.0134305306,0.0346998654,0.989754211,0.989754211,10.8,0,0,1.8003
